names,scores,logfoldchanges,pvals,pvals_adj
SAMSN1,7.7439294,6.4515934,9.639040397862747e-15,5.825302593844285e-13
RPS28,7.740623,10.754185,9.893072183434355e-15,5.964348772284067e-13
CREG1,7.7261972,4.3393683,1.1080682635370083e-14,6.664200892224148e-13
NADK,7.725218,4.69274,1.1166239671056826e-14,6.683370230039517e-13
P2RX7,7.6867895,6.372706,1.508729798884252e-14,9.008600302738368e-13
MCUB,7.6850996,4.802813,1.528779929257851e-14,9.106481210189288e-13
KLF4,7.669584,4.526127,1.7255522499430233e-14,1.0254063358312969e-12
DTX3L,7.6671715,4.551711,1.758307296897814e-14,1.042383175844254e-12
LYSMD2,7.6628118,4.0785255,1.819057802015379e-14,1.0682245333108709e-12
RBCK1,7.6444917,3.6831725,2.097722585244676e-14,1.2289692858825222e-12
CFLAR,7.6398015,3.209725,2.1755685613903687e-14,1.2715840753534925e-12
PLEKHO1,7.631021,5.7605863,2.3290153932233698e-14,1.358083238310742e-12
RNF19B,7.629784,5.0350347,2.3514689449471178e-14,1.3679725528093056e-12
ELF1,7.627482,3.4170313,2.393832145381273e-14,1.3893712491339935e-12
CASP1,7.603835,3.4172997,2.8748196451415575e-14,1.6646542870785963e-12
MYOF,7.592409,4.445239,3.1401116286239005e-14,1.8140519591904058e-12
HLA-F,7.57742,3.1885102,3.5249370419116865e-14,2.031652949225905e-12
TRIM22,7.5752773,3.2698987,3.5836179480320147e-14,2.0607044639272315e-12
SLC11A1,7.572032,3.3396933,3.674310951324796e-14,2.107987750622952e-12
AC015912.3,7.5614147,6.623913,3.9870908609570365e-14,2.282174145907339e-12
CD274,7.5188475,6.233295,5.526124222354015e-14,3.1414376030226628e-12
SOCS3,7.5091977,6.7530956,5.94909104734801e-14,3.37417808628515e-12
PNRC1,7.5044827,3.8442466,6.167161298985271e-14,3.489912481441688e-12
GNA13,7.4966207,4.601015,6.548405103288055e-14,3.697250309904065e-12
PLA2G7,7.487522,31.505718,7.018608923612482e-14,3.944838455734248e-12
GPX4,7.477101,6.26002,7.598022586424361e-14,4.2513070647051725e-12
GLRX,7.446265,2.9921606,9.601975204831476e-14,5.348536479308701e-12
CD14,7.437509,4.909944,1.0260143841511284e-13,5.702395569414943e-12
MYD88,7.436444,4.1865106,1.0343194282866025e-13,5.735750433164391e-12
CTSA,7.435403,3.6378088,1.04249734832651e-13,5.768253661329283e-12
GLIPR2,7.434925,3.2338927,1.0462708061218238e-13,5.77629640834308e-12
PSAP,7.4324026,10.1558075,1.0664262178113165e-13,5.874545663115922e-12
OGFR,7.43108,3.601286,1.0771451095602568e-13,5.9204936165432306e-12
M6PR,7.4161277,3.5307252,1.205943034819229e-13,6.613827229948014e-12
CD300E,7.415809,31.153498,1.2088440625395504e-13,6.615166662235663e-12
NUCB1,7.4021306,3.4817388,1.3401680170831041e-13,7.317728828366713e-12
ACOT9,7.396167,4.265142,1.401721517015727e-13,7.637081849491156e-12
CTSD,7.3884516,10.05181,1.4854850916637778e-13,8.075784562737206e-12
HES4,7.3833084,5.4703584,1.5440399969739375e-13,8.375828297310254e-12
LSP1,7.3798304,3.746135,1.5849134445681347e-13,8.578860838326518e-12
ADGRE5,7.3685026,3.7807372,1.7255494350610981e-13,9.319838478001363e-12
ARRB2,7.3323894,3.2801967,2.2608536445860536e-13,1.2132110969083653e-11
FGL2,7.323119,7.356663,2.4227285921066825e-13,1.297279983115361e-11
RAB1A,7.317731,2.9899778,2.5219933526854686e-13,1.347534602757843e-11
MXD1,7.3167877,6.2214975,2.539770756253606e-13,1.3541274531040371e-11
CXCL8,7.3157344,8.019488,2.5597715718407463e-13,1.3618750505825374e-11
PARP12,7.3009906,3.986164,2.8565721249922333e-13,1.5165413505369216e-11
S100A4,7.2870913,11.530024,3.167187397120037e-13,1.674305711271588e-11
ASAH1,7.2853765,3.7437716,3.2077281935467783e-13,1.692144582439009e-11
AKIRIN2,7.2789598,3.851761,3.364040536023953e-13,1.7708508521450404e-11
HCST,7.2749553,3.7668278,3.465352213010983e-13,1.8203334335814444e-11
RPS13,7.2684035,6.8818436,3.6376045510098743e-13,1.906794015065155e-11
CALM3,7.2573943,3.170346,3.946176517181776e-13,2.0641985105317028e-11
CKAP4,7.246385,4.755246,4.2804141827077977e-13,2.2343403089149152e-11
ANPEP,7.2368336,4.6989894,4.59281867530655e-13,2.3923973262857276e-11
FMNL1,7.233968,6.652221,4.690830685169368e-13,2.4332706922923353e-11
TPP1,7.2307224,3.3781338,4.804308341198445e-13,2.4817940536825746e-11
SLC3A2,7.200328,3.4074516,6.006792032838085e-13,3.0965448204065315e-11
ARHGDIA,7.198883,2.8881001,6.070786212723377e-13,3.123068303938004e-11
ARPC1B,7.1818485,2.9167397,6.877503467431699e-13,3.52351767151403e-11
LDHA,7.1721497,4.2714834,7.382909715523227e-13,3.7669481353855085e-11
ATP1B3,7.1680965,3.2084684,7.604777708244403e-13,3.872215954142687e-11
RNF130,7.1582136,3.1957614,8.173501674964297e-13,4.1533064939782863e-11
SLC38A2,7.1441064,4.403423,9.058324523764244e-13,4.584211835715567e-11
TANK,7.132375,3.7102153,9.865190493276263e-13,4.972335588908617e-11
DSE,7.105213,3.2002232,1.2013716395352348e-12,6.043020697532891e-11
NECTIN2,7.095857,4.6140757,1.2855238104258312e-12,6.453277692700155e-11
SERPINB9,7.0878115,30.617405,1.3624955414438582e-12,6.825910761853245e-11
PPIA,7.0684013,5.714512,1.5672871021028016e-12,7.804776311051531e-11
RPL39,7.0605273,10.053354,1.6587213888258377e-12,8.227192004058672e-11
ARF6,7.056682,3.037439,1.7052538991163892e-12,8.441176308965999e-11
DNAJC15,7.048367,2.9150941,1.8102988778568728e-12,8.943379317412356e-11
MALAT1,7.0401006,46.5385,1.9210087789583595e-12,9.471524274709742e-11
JAK1,7.0304875,3.0110712,2.0581299973383015e-12,1.0087672992859521e-10
CAPZB,7.028222,2.9126198,2.0918175483838305e-12,1.0232645410060706e-10
TLN1,7.0278916,3.473639,2.0967791227125e-12,1.0236804583611479e-10
FKBP1A,6.9876633,3.067754,2.795023373274015e-12,1.3592438861552674e-10
PARP10,6.9873204,3.9526858,2.8018604560181164e-12,1.3599127386821654e-10
PHLDA2,6.981467,6.3611727,2.921141154660137e-12,1.4150485138109484e-10
TGFBI,6.972723,4.7053876,3.1086423746426197e-12,1.500040435779585e-10
SP100,6.9659877,3.0604217,3.2610758020361585e-12,1.570551767793004e-10
DYNLT1,6.9611382,3.3048575,3.375342236094415e-12,1.622444909971329e-10
TXNIP,6.93296,3.760851,4.121243065664348e-12,1.97716437556795e-10
DNAJA1,6.924841,3.091945,4.364653579921243e-12,2.089913643970366e-10
CLEC4E,6.8903074,30.563356,5.567203051417091e-12,2.660610149275128e-10
ATP6V0D1,6.8704195,2.7375002,6.401331707287522e-12,3.0475479575478397e-10
DMXL2,6.8694887,3.4494019,6.4432312976900846e-12,3.061641528266897e-10
UBE2J1,6.8516464,3.3494585,7.300480121591754e-12,3.4557919115496786e-10
SEC61G,6.8108673,2.7876196,9.701218764722704e-12,4.5661747830402757e-10
PILRA,6.777999,3.7907171,1.2185187631326043e-11,5.713728565581679e-10
YWHAZ,6.77626,2.4829428,1.233267888147819e-11,5.772018260712884e-10
VASP,6.7656426,3.143594,1.3271886554483784e-11,6.199938148594591e-10
C19orf66,6.749343,3.515396,1.485160636012191e-11,6.924909115368454e-10
RAB8B,6.737146,3.891485,1.6152786000726943e-11,7.475617446693311e-10
BTG1,6.7303987,4.072037,1.6919912581859263e-11,7.816120656321221e-10
UBE2B,6.714197,2.6815996,1.8910478776381086e-11,8.719481686168753e-10
XRN1,6.688823,3.1149862,2.2497243677606245e-11,1.0354138083710128e-09
ABRACL,6.672095,3.2917395,2.521771626315095e-11,1.1563460722581869e-09
TOP1,6.6673436,2.7020333,2.60474836684747e-11,1.1921990732745434e-09
RBM47,6.652918,2.7158184,2.873388045147095e-11,1.312742916259037e-09
CD99,6.64966,3.0653946,2.937702507600289e-11,1.3396676691710548e-09
SLC16A3,6.6420555,3.138041,3.0933841845189715e-11,1.408083597995208e-09
PPP4C,6.640586,2.7128801,3.1243851057661164e-11,1.4195997216874184e-09
TNFRSF1B,6.6390676,4.7881846,3.156738797526978e-11,1.4316874193009878e-09
PSMA4,6.6283765,2.899079,3.393984889860918e-11,1.533699269920998e-09
SH3BP2,6.628046,3.7774253,3.401593922610027e-11,1.5343530267946934e-09
HSPB1,6.626638,11.197064,3.43419017484304e-11,1.5462549939135054e-09
IL1R2,6.6199145,31.427689,3.59406277307773e-11,1.6153171297267583e-09
S100A6,6.6037498,20.529533,4.008856306210415e-11,1.7952610282074302e-09
PPA1,6.6020722,3.810825,4.054499783484365e-11,1.8124414741288548e-09
STX4,6.598141,3.9505696,4.1634462044302747e-11,1.8578072946973012e-09
GNS,6.592643,2.961886,4.3206543478065216e-11,1.9245075600363967e-09
CD40,6.586373,5.0151415,4.50701425798287e-11,2.0039312144556335e-09
CORO1A,6.5740657,30.257708,4.8959677404432e-11,2.1729893185257617e-09
STXBP2,6.5710897,2.9411528,4.9948352570288013e-11,2.212925321437013e-09
TUBA1C,6.569963,4.141728,5.0327740509404824e-11,2.2245695431200855e-09
DPH3,6.5697794,3.0127926,5.038986394311934e-11,2.2245695431200855e-09
BAG1,6.565689,3.2899032,5.179274103435082e-11,2.2824556796713295e-09
DDX21,6.5644403,3.2845957,5.2228729399685336e-11,2.2976027090508217e-09
THEMIS2,6.563081,3.7326493,5.270726699475751e-11,2.3145647987697837e-09
SEC61B,6.5618806,2.752361,5.313332275755152e-11,2.3291665551765412e-09
NAGK,6.5613174,3.043588,5.333446815829945e-11,2.3338750837847064e-09
TNFRSF1A,6.5581946,3.0129664,5.446309639139644e-11,2.3790818193848773e-09
SLC39A8,6.55746,7.9903026,5.473203237777558e-11,2.386642511688676e-09
GNB1,6.5430465,2.655333,6.027816505771176e-11,2.6238916639370018e-09
EGR2,6.5386744,6.5675406,6.206646180187957e-11,2.6923220076742147e-09
PAK2,6.5350494,2.8098752,6.358845593911795e-11,2.7535460250923442e-09
RNF114,6.533127,3.8822887,6.44104837617854e-11,2.784299713862317e-09
MYO1G,6.515444,6.541863,7.247509799399418e-11,3.127482608236501e-09
COX8A,6.50114,3.155081,7.971342335160706e-11,3.4338832664907686e-09
RNH1,6.4941845,2.6655154,8.348433767806487e-11,3.5901148943802024e-09
RILPL2,6.4882207,3.5823705,8.685594880983047e-11,3.728665981751671e-09
RPS12,6.4770403,9.092441,9.353931980176934e-11,4.008666994396307e-09
FAU,6.4751544,4.753508,9.471513653467246e-11,4.052082791369088e-09
RPL36AL,6.4742727,2.9024239,9.526981451708313e-11,4.068821803877964e-09
CNBP,6.4705744,2.7867224,9.763117956728594e-11,4.162532089119611e-09
RASGEF1B,6.4542255,3.078179,1.0877355397231929e-10,4.629662769840646e-09
TNFRSF14,6.4407673,2.8990092,1.188709529723769e-10,5.050798392592513e-09
RAB8A,6.434816,3.5910106,1.2362316325905695e-10,5.243770258922076e-09
HELZ2,6.4330645,4.261315,1.250564615273356e-10,5.295545638723009e-09
TAGLN2,6.4325256,3.009524,1.255007349168305e-10,5.3053358212125006e-09
NBN,6.4316196,3.7733693,1.2625140331374107e-10,5.328023205269218e-09
C3AR1,6.4312153,4.655662,1.2658757406157314e-10,5.3331709078834345e-09
C4orf48,6.428007,2.3729978,1.2928779413625113e-10,5.437731057767765e-09
RNASEK,6.4266477,4.217608,1.304486838080029e-10,5.474251547134716e-09
ITGA5,6.426476,4.6358304,1.305958238884301e-10,5.474251547134716e-09
VMP1,6.4230227,2.8059695,1.3359442365446577e-10,5.590533705163938e-09
PGAM1,6.422251,3.4503167,1.3427346297213842e-10,5.609521735810864e-09
GRN,6.420084,4.3266363,1.3619934253599753e-10,5.680447956120272e-09
CAPZA1,6.3977594,2.4069233,1.5767359922808957e-10,6.554115103806682e-09
VCAN,6.390216,6.3474216,1.6565189788487074e-10,6.874277675725661e-09
ATP2B1-AS1,6.3889422,6.6335907,1.6703725216007123e-10,6.92023384614578e-09
LMNB1,6.388636,6.5284295,1.6737195402877494e-10,6.92258186605061e-09
CAPG,6.3818517,3.75121,1.7495938699278233e-10,7.212440027704118e-09
CXCL16,6.377235,2.4569588,1.80313771928357e-10,7.420880342552333e-09
ARID5A,6.359417,4.719511,2.0252101633592904e-10,8.307365380145465e-09
WSB1,6.357629,2.4620883,2.0489157682302135e-10,8.390781860717777e-09
GNG10,6.351004,4.430348,2.139142820992093e-10,8.717269574448792e-09
TNFAIP2,6.3438888,3.3096967,2.2403634287455584e-10,9.114838073911055e-09
MIF,6.3434973,3.0191967,2.2460723062819818e-10,9.123157317147645e-09
BAX,6.337386,2.7630243,2.3369553522892135e-10,9.476848748639923e-09
PSTPIP2,6.336125,6.5963707,2.356157121234285e-10,9.523694182079944e-09
CD38,6.3324633,3.8943806,2.4127753419403667e-10,9.736741205668265e-09
IL15RA,6.319985,6.576176,2.615892246438793e-10,1.0522310346377949e-08
SHKBP1,6.308559,4.1183677,2.8164512661706686e-10,1.1310777431674754e-08
SAMHD1,6.3024607,2.5321345,2.92957018127101e-10,1.1746114000558274e-08
RELB,6.300036,4.804922,2.9757673539598687e-10,1.1912159380425526e-08
RAP1A,6.2896023,2.9025705,3.182803818309833e-10,1.2700101325656494e-08
TMEM70,6.288488,4.632947,3.205731027536443e-10,1.2771119496740783e-08
ST3GAL5,6.283369,4.3199534,3.3131333758028485e-10,1.3156891215967325e-08
ADAM17,6.2714906,3.309616,3.576084152179772e-10,1.413347925478161e-08
ATP6V1C1,6.263249,3.910199,3.7703834527136285e-10,1.4877777747879023e-08
SLC43A2,6.2570157,3.6563592,3.9241428857000405e-10,1.5435581944872878e-08
CORO1C,6.247623,2.38006,4.1674649560999016e-10,1.6366831221124832e-08
CYTOR,6.242822,4.4471564,4.2974477864034973e-10,1.6850732666718218e-08
RPL18,6.222384,4.2331877,4.896575517793327e-10,1.9169785191436487e-08
DAZAP2,6.217216,1.9505856,5.060531670053825e-10,1.9780561703715885e-08
CNDP2,6.214681,2.655182,5.142902225833455e-10,2.0071022338718995e-08
BID,6.212244,3.2538679,5.223322211377161e-10,2.035297335541157e-08
SERTAD1,6.206011,3.5607188,5.434644409041721e-10,2.1143314240739036e-08
FBXO6,6.203451,3.5134885,5.523811081737672e-10,2.1456688318905818e-08
SRGAP2,6.2006226,3.7485955,5.624024868814015e-10,2.181193071785049e-08
LIMS1,6.199349,2.6599572,5.669719855325424e-10,2.1954954071189383e-08
MYL12B,6.178237,2.8131464,6.482144610640801e-10,2.498435273379958e-08
SERPINB1,6.17073,2.903411,6.797542960143277e-10,2.611913922293325e-08
RTN4,6.162501,2.2867932,7.160504738055315e-10,2.7429139611206043e-08
GMPR,6.1557655,5.0525694,7.471580180089992e-10,2.85767856995485e-08
RTCB,6.1528506,3.817378,7.610241844729097e-10,2.8973610350444923e-08
SNRPG,6.136588,2.2646,8.431266428723869e-10,3.205039737538864e-08
NFKBIZ,6.1337223,4.3698316,8.584624522565577e-10,3.253402830857843e-08
C6orf62,6.1178517,2.4357765,9.484534559949564e-10,3.583542124555147e-08
RIN2,6.1097326,3.1679134,9.97983046403013e-10,3.764966647331609e-08
CSF3R,6.0953064,4.6116724,1.0922788804430618e-09,4.114470778237791e-08
CTSS,6.0869794,3.4560163,1.150608356562031e-09,4.321115757170137e-08
CREM,6.0843344,3.6379235,1.169764082965236e-09,4.379842992744573e-08
CLEC2B,6.0778804,3.568259,1.2178145345217943e-09,4.5529075217805044e-08
ADA2,6.073986,2.7474148,1.2477340988680991e-09,4.6507981029516166e-08
SPCS3,6.0640545,2.6064692,1.3273196206244065e-09,4.940049511797773e-08
ETV6,6.062818,3.063973,1.3375710245424577e-09,4.9707732746392024e-08
OST4,6.052262,2.770007,1.428261136154002e-09,5.2998918076152746e-08
HCLS1,6.047853,2.8470807,1.4678859969834979e-09,5.4296939988724146e-08
C1orf43,6.047645,2.6009347,1.4697834271416551e-09,5.4296939988724146e-08
BLVRA,6.045514,2.5595865,1.4893421462955403e-09,5.493797051942616e-08
RRAGC,6.0100865,3.6834195,1.8542444821917826e-09,6.809562442786607e-08
H2AFY,6.004943,2.706403,1.9139902477659266e-09,7.018621970415878e-08
C5AR1,6.0023103,3.4452944,1.9452960496401436e-09,7.122930344116167e-08
TALDO1,6.000241,2.4214268,1.9702535266549363e-09,7.203721374475956e-08
SNX2,5.9981956,2.5787482,1.995221973915005e-09,7.284315532039547e-08
EMILIN2,5.996273,3.0846307,2.01897628016024e-09,7.349486900542371e-08
FPR2,5.9850802,29.726582,2.162835071503254e-09,7.850208519731708e-08
TENT5A,5.9719524,3.2435932,2.344311343499222e-09,8.496507735340194e-08
FOLR3,5.9701767,7.0850816,2.369969328628369e-09,8.565852771088597e-08
GDI2,5.970152,2.5818913,2.3703251372665745e-09,8.565852771088597e-08
SPPL2A,5.965731,2.1852472,2.435408170653068e-09,8.775575693356113e-08
ENY2,5.9574285,2.345743,2.5623781861657093e-09,9.206443644637807e-08
SPP1,5.9469824,18.039904,2.731304479870786e-09,9.799243551052262e-08
CYTH1,5.9419127,2.8889158,2.8171539556202067e-09,1.0092707387192451e-07
CD86,5.9374185,4.7448306,2.895450135282718e-09,1.0358306453793735e-07
RAB5C,5.930965,2.705357,3.011598300361591e-09,1.0758362421908644e-07
TCN2,5.9297767,4.2059207,3.0334654516973453e-09,1.0820953622036132e-07
IQGAP1,5.927842,1.9987333,3.0694155287827207e-09,1.0933530364972956e-07
KYNU,5.922625,3.5298302,3.1684237601985927e-09,1.1270083315026395e-07
ZC3HAV1,5.9210453,3.2063258,3.1990136855917136e-09,1.1362659309208e-07
GCA,5.905873,2.5610182,3.5078490711072096e-09,1.2441870943233393e-07
MIR4435-2HG,5.9049172,5.410623,3.528233810188084e-09,1.2496371783765734e-07
SSB,5.9043784,2.7571933,3.5397837192818645e-09,1.2519470856022606e-07
LY96,5.9028726,2.1792743,3.5722665712825377e-09,1.261643480260481e-07
CSRNP1,5.889524,6.2381988,3.8730914665528e-09,1.3640184501513177e-07
PAG1,5.8848586,3.7865384,3.983948445847533e-09,1.401078140581324e-07
SECTM1,5.863354,4.341927,4.5360863765626905e-09,1.590760770282175e-07
ADM,5.86164,30.090956,4.58317972220784e-09,1.6050153572890719e-07
HIST2H2AA4,5.860464,29.746758,4.615746926141772e-09,1.6141500381180334e-07
ARF5,5.84812,2.6884823,4.971589032696573e-09,1.7361514070843195e-07
HSPA1A,5.8327637,9.739358,5.451672069268371e-09,1.901137014743882e-07
CMC2,5.8312087,2.9844112,5.502736124897061e-09,1.9162605143190477e-07
ARHGDIB,5.823371,2.9644535,5.767230769646635e-09,2.0027653965611096e-07
SHISA5,5.8198686,2.64274,5.889387057111417e-09,2.0423377205434147e-07
CBR1,5.809827,3.0185099,6.253744827990474e-09,2.1656744432842118e-07
LRRFIP1,5.8024426,2.284937,6.535577273521212e-09,2.2569949865936848e-07
GUK1,5.796944,2.2311947,6.7534180034451785e-09,2.3289938347338158e-07
RALA,5.79256,4.316052,6.932153127730772e-09,2.38732615113926e-07
JUND,5.7857265,1.71719,7.2199495363148286e-09,2.4794136568832773e-07
CGAS,5.7724276,6.109153,7.813754310824003e-09,2.672454238807786e-07
IRF2,5.770811,2.6713953,7.889088374835146e-09,2.694518675514682e-07
CDC37,5.767639,2.742649,8.038960665280868e-09,2.74038421340551e-07
NRROS,5.7675047,6.39535,8.045386802680541e-09,2.74038421340551e-07
GNAI2,5.765974,2.1624866,8.118762862270966e-09,2.761599405842688e-07
IL27,5.7652392,29.866035,8.154214087043035e-09,2.7698741685304846e-07
SYNGR2,5.750017,2.9649107,8.923431653768457e-09,3.0229187040432763e-07
ZNF706,5.7401347,2.4597998,9.460124722371622e-09,3.200375617694715e-07
PPIF,5.736412,3.5794923,9.6703284809102e-09,3.2670489667053336e-07
FAM50A,5.7304115,2.9591336,1.001873509322848e-08,3.3801691746110556e-07
SLC15A3,5.728011,3.1192455,1.0161487693751042e-08,3.4236925857470526e-07
QKI,5.7259293,2.7559679,1.0286903133144653e-08,3.461264879894172e-07
SLC43A3,5.723186,6.133887,1.045445564524093e-08,3.5128946168806193e-07
IL17RA,5.7176633,4.6963286,1.0799888999128562e-08,3.6240759594245564e-07
CYP1B1,5.715863,31.933739,1.091485862151531e-08,3.6577263097861336e-07
FABP5,5.708283,6.2903223,1.1412168844177684e-08,3.8192418286448945e-07
TRAFD1,5.7074256,4.2332153,1.1469774353097164e-08,3.833367941178071e-07
TRIB1,5.704107,29.446688,1.1695466260836296e-08,3.903557834163042e-07
CALM1,5.7038255,4.1814275,1.1714818372884698e-08,3.9047826327504164e-07
KPNB1,5.690587,2.6150513,1.2660318146811323e-08,4.2086683783371843e-07
PLEKHB2,5.68297,2.4766243,1.3237531094738855e-08,4.382995834147643e-07
RAD23A,5.677337,2.6761506,1.3680773496859624e-08,4.523739432912454e-07
PPP1CA,5.674729,2.440849,1.3890866064991879e-08,4.587117694326695e-07
HSPA8,5.6679935,4.929942,1.4447958480050102e-08,4.758461880883168e-07
AP2S1,5.6649075,2.6781337,1.4710401362256683e-08,4.838497800777136e-07
AKAP13,5.6500773,2.6838691,1.6037562835362174e-08,5.268064340866528e-07
LPCAT2,5.645779,3.231815,1.6443494674371596e-08,5.394099206122599e-07
GM2A,5.6455584,3.569643,1.6464578483686796e-08,5.394099206122599e-07
AGTRAP,5.63548,2.5077124,1.745713017753315e-08,5.69679009554912e-07
CLEC5A,5.6257935,6.8208294,1.8465715930179455e-08,6.018034829130082e-07
RGCC,5.622781,4.8291397,1.879076022604356e-08,6.11596259958508e-07
NCOA7,5.6165476,3.7943819,1.948104593897915e-08,6.332357217162426e-07
MTPN,5.6111593,2.3735852,2.0097545286488142e-08,6.515739324065993e-07
BCAP31,5.5996113,2.421562,2.148327749581066e-08,6.937900471701552e-07
SGTB,5.5990114,5.3210707,2.1557762532696473e-08,6.952936908051937e-07
SAP18,5.596807,2.320841,2.183353901991892e-08,7.032772161150857e-07
PLK3,5.5873165,6.072312,2.3060531034829032e-08,7.40882789982204e-07
DAB2,5.5853815,2.5147588,2.331876704406033e-08,7.472509403218252e-07
METRNL,5.58281,3.7916656,2.3666340162027563e-08,7.574141435659695e-07
HNRNPDL,5.578475,2.0480695,2.4263663028038964e-08,7.755339483121209e-07
KLF10,5.563192,3.5582824,2.648845775365897e-08,8.444764527635782e-07
PSMA5,5.5628734,2.5970507,2.653685064322207e-08,8.449373966311846e-07
TMED5,5.5625916,3.021936,2.6579731245559173e-08,8.452218752020152e-07
UBE2A,5.5361648,2.725911,3.0916680767531066e-08,9.78137781995878e-07
